07-10-2025 16:39:57.587 +0000 INFO  loader [0 MainThread] - tcpinputprocessor is alias of tcpinputprocessorwithreplication
07-10-2025 16:39:58.014 +0000 INFO  LMTracker [1773 MainThread] - enabling implicit feature set
07-10-2025 16:39:58.014 +0000 INFO  LMTracker [1773 MainThread] - attempting to ping master=self from slave=BB1D645A-3A11-4472-836F-FB1714B51CD3
07-10-2025 16:39:58.015 +0000 INFO  LMSlaveInfo [1773 MainThread] - new slave='BB1D645A-3A11-4472-836F-FB1714B51CD3' created
07-10-2025 16:39:58.015 +0000 INFO  LMSlaveInfo [1773 MainThread] - Detected that masterTimeFromSlave(ZERO_TIME) < lastRolloverTime(Thu Jul 10 00:00:00 2025), meaning that the master has already rolled over. Ignore slave persisted usage.
07-10-2025 16:39:58.015 +0000 INFO  LMTracker [1773 MainThread] - setting masterGuid='BB1D645A-3A11-4472-836F-FB1714B51CD3'
07-10-2025 16:39:58.015 +0000 INFO  LMTracker [1773 MainThread] - changing backwardCompatIsTrial=true
07-10-2025 16:39:58.020 +0000 INFO  LMTracker [1773 MainThread] - attempting to contact master=self from slave=BB1D645A-3A11-4472-836F-FB1714B51CD3 success
07-10-2025 16:39:58.020 +0000 INFO  LicenseMgr [1773 MainThread] - Tracker init complete...
07-10-2025 16:39:58.433 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.434 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.435 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.436 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.436 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.436 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.456 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.456 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="MonitorNoHandle://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="disabled, index"
07-10-2025 16:39:58.456 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.456 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="WinEventLog://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="start_from, use_old_eventlog_api, use_threads, thread_wait_time_msec, suppress_checkpoint, suppress_sourcename, suppress_keywords, suppress_type, suppress_task, suppress_opcode, current_only, batch_size, checkpointInterval, checkpointSync, channel_wait_time, disabled, evt_resolve_ad_obj, evt_skip_GUID_resolution, evt_dc_name, evt_dns_name, evt_resolve_ad_ds, evt_ad_cache_disabled, evt_ad_cache_exp, evt_ad_cache_exp_neg, evt_ad_cache_max_entries, evt_exclude_fields, evt_sid_cache_disabled, evt_sid_cache_exp, evt_sid_cache_exp_neg, evt_sid_cache_max_entries, wec_event_format, index, whitelist, blacklist, whitelist1, whitelist2, whitelist3, whitelist4, whitelist5, whitelist6, whitelist7, whitelist8, whitelist9, blacklist1, blacklist2, blacklist3, blacklist4, blacklist5, blacklist6, blacklist7, blacklist8, blacklist9, key, suppress_text, renderXml"
07-10-2025 16:39:58.456 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.456 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="WinHostMon://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="type, interval, disabled, index"
07-10-2025 16:39:58.457 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.457 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="WinNetMon://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="remoteAddress, process, user, addressFamily, packetType, direction, protocol, readInterval, driverBufferSize, userBufferSize, mode, multikvMaxEventCount, multikvMaxTimeMs, sid_cache_disabled, sid_cache_exp, sid_cache_exp_neg, sid_cache_max_entries, disabled, index"
07-10-2025 16:39:58.457 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.457 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="WinPrintMon://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="type, interval, baseline, disabled, index"
07-10-2025 16:39:58.458 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.458 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="WinRegMon://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="proc, hive, type, baseline, baseline_interval, disabled, index"
07-10-2025 16:39:58.458 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.458 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="admon://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="targetDc, startingNode, monitorSubtree, disabled, index, printSchema, baseline"
07-10-2025 16:39:58.458 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.458 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="journald://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="journalctl-include-fields, journalctl-exclude-fields, journalctl-filter, journalctl-unit, journalctl-identifier, journalctl-priority, journalctl-boot, journalctl-facility, journalctl-grep, journalctl-user-unit, journalctl-dmesg, journalctl-quiet, journalctl-freetext"
07-10-2025 16:39:58.458 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.458 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="logd://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="logd-backtrace, logd-debug, logd-info, logd-loss, logd-signpost, logd-predicate, logd-process, logd-source, logd-include-fields, logd-exclude-fields, logd-interval, logd-starttime, logd-freetext"
07-10-2025 16:39:58.458 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.458 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="perfmon://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="object, counters, nonmetric_counters, instances, interval, mode, samplingInterval, stats, disabled, showZeroValue, useEnglishOnly, useWinApiProcStats, formatString, usePDHFmtNoCap100"
07-10-2025 16:39:58.459 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.459 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="powershell2://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="script, schedule"
07-10-2025 16:39:58.459 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.459 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="powershell://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="script, schedule"
07-10-2025 16:39:58.459 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="secure_gateway_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 16:39:58.459 +0000 INFO  BundlesUtil [1773 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 16:39:58.459 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="splunktcptoken://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="token"
07-10-2025 16:39:58.459 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="ssg_alerts_ttl_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="ttl_days"
07-10-2025 16:39:58.459 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="ssg_deep_link_dashboard_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 16:39:58.459 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="ssg_delete_tokens_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 16:39:58.459 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="ssg_device_role_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 16:39:58.459 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="ssg_enable_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 16:39:58.459 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="ssg_kvstore_upgrade://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 16:39:58.459 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="ssg_metrics_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 16:39:58.459 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="ssg_registered_devices_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 16:39:58.459 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="ssg_registered_users_list_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 16:39:58.459 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="ssg_subscription_clean_up_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="cleanup_threshold_seconds"
07-10-2025 16:39:58.459 +0000 INFO  SpecFiles [1773 MainThread] - Found external scheme definition for stanza="ssg_subscription_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="minimum_iteration_time_seconds, maximum_iteration_time_warn_threshold_seconds"
07-10-2025 16:39:58.583 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "journalctl-boot":
07-10-2025 16:39:58.584 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "journalctl-dmesg":
07-10-2025 16:39:58.584 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "journalctl-exclude-fields":
07-10-2025 16:39:58.584 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "journalctl-facility":
07-10-2025 16:39:58.584 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "journalctl-filter":
07-10-2025 16:39:58.584 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "journalctl-freetext":
07-10-2025 16:39:58.584 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "journalctl-grep":
07-10-2025 16:39:58.584 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "journalctl-identifier":
07-10-2025 16:39:58.584 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "journalctl-include-fields":
07-10-2025 16:39:58.584 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "journalctl-priority":
07-10-2025 16:39:58.584 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "journalctl-quiet":
07-10-2025 16:39:58.584 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "journalctl-unit":
07-10-2025 16:39:58.584 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "journalctl-user-unit":
07-10-2025 16:39:58.584 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "name":
07-10-2025 16:39:58.584 +0000 INFO  ModularInputs [1773 MainThread] - Introspection setup completed for scheme "journald".
07-10-2025 16:39:58.700 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "logd-backtrace":
07-10-2025 16:39:58.700 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "logd-debug":
07-10-2025 16:39:58.700 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "logd-exclude-fields":
07-10-2025 16:39:58.700 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "logd-freetext":
07-10-2025 16:39:58.700 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "logd-include-fields":
07-10-2025 16:39:58.700 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "logd-info":
07-10-2025 16:39:58.700 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "logd-interval":
07-10-2025 16:39:58.700 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "logd-loss":
07-10-2025 16:39:58.700 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "logd-predicate":
07-10-2025 16:39:58.700 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "logd-process":
07-10-2025 16:39:58.700 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "logd-signpost":
07-10-2025 16:39:58.700 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "logd-source":
07-10-2025 16:39:58.700 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "logd-starttime":
07-10-2025 16:39:58.700 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "name":
07-10-2025 16:39:58.700 +0000 INFO  ModularInputs [1773 MainThread] - Introspection setup completed for scheme "logd".
07-10-2025 16:40:07.284 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "param1":
07-10-2025 16:40:07.286 +0000 INFO  ModularInputs [1773 MainThread] - Introspection setup completed for scheme "secure_gateway_modular_input".
07-10-2025 16:40:09.544 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "ttl_days":
07-10-2025 16:40:09.544 +0000 INFO  ModularInputs [1773 MainThread] - Introspection setup completed for scheme "ssg_alerts_ttl_modular_input".
07-10-2025 16:40:13.610 +0000 INFO  ModularInputs [1773 MainThread] - Introspection setup completed for scheme "ssg_deep_link_dashboard_modular_input".
07-10-2025 16:40:17.983 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "param1":
07-10-2025 16:40:17.983 +0000 INFO  ModularInputs [1773 MainThread] - Introspection setup completed for scheme "ssg_delete_tokens_modular_input".
07-10-2025 16:40:20.321 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "param1":
07-10-2025 16:40:20.321 +0000 INFO  ModularInputs [1773 MainThread] - Introspection setup completed for scheme "ssg_device_role_modular_input".
07-10-2025 16:40:21.429 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "param1":
07-10-2025 16:40:21.429 +0000 INFO  ModularInputs [1773 MainThread] - Introspection setup completed for scheme "ssg_enable_modular_input".
07-10-2025 16:40:22.947 +0000 INFO  ModularInputs [1773 MainThread] - Introspection setup completed for scheme "ssg_kvstore_upgrade".
07-10-2025 16:40:25.019 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "param1":
07-10-2025 16:40:25.019 +0000 INFO  ModularInputs [1773 MainThread] - Introspection setup completed for scheme "ssg_metrics_modular_input".
07-10-2025 16:40:25.725 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "param1":
07-10-2025 16:40:25.725 +0000 INFO  ModularInputs [1773 MainThread] - Introspection setup completed for scheme "ssg_registered_devices_modular_input".
07-10-2025 16:40:26.442 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "param1":
07-10-2025 16:40:26.442 +0000 INFO  ModularInputs [1773 MainThread] - Introspection setup completed for scheme "ssg_registered_users_list_modular_input".
07-10-2025 16:40:27.256 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "cleanup_threshold_seconds":
07-10-2025 16:40:27.257 +0000 INFO  ModularInputs [1773 MainThread] - Introspection setup completed for scheme "ssg_subscription_clean_up_modular_input".
07-10-2025 16:40:28.474 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "maximum_iteration_time_warn_threshold_seconds":
07-10-2025 16:40:28.474 +0000 INFO  ModularInputs [1773 MainThread] - Endpoint argument settings for "minimum_iteration_time_seconds":
07-10-2025 16:40:28.474 +0000 INFO  ModularInputs [1773 MainThread] - Introspection setup completed for scheme "ssg_subscription_modular_input".
07-10-2025 16:40:28.599 +0000 INFO  DS_DC_Common [1773 MainThread] - Initializing the PubSub system.
07-10-2025 16:40:28.599 +0000 INFO  DS_DC_Common [1773 MainThread] - Initializing core facilities of PubSub system.
07-10-2025 16:40:28.622 +0000 INFO  DC:DeploymentClient [1773 MainThread] - target-broker clause is missing.
07-10-2025 16:40:28.622 +0000 WARN  DC:DeploymentClient [1773 MainThread] - DeploymentClient explicitly disabled through config.
07-10-2025 16:40:28.622 +0000 INFO  DC:DeploymentClient [1773 MainThread] - Stopping phonehome thread.
07-10-2025 16:40:28.622 +0000 INFO  DC:DeploymentClient [1773 MainThread] - Closing pubsub connection.
07-10-2025 16:40:28.624 +0000 INFO  DS_DC_Common [1773 MainThread] - Deployment Client not initialized.
07-10-2025 16:40:28.624 +0000 INFO  DS_DC_Common [1773 MainThread] - Loading and initializing Deployment Server...
07-10-2025 16:40:28.626 +0000 INFO  DeploymentServer [1773 MainThread] - Attempting to reload entire DS; reason='init'
07-10-2025 16:40:28.629 +0000 INFO  DSManager [1773 MainThread] - No serverclasses configured.
07-10-2025 16:40:28.644 +0000 INFO  DSManager [1773 MainThread] - Loaded count=0 configured SCs
