07-10-2025 19:16:50.893 +0000 INFO  loader [0 MainThread] - tcpinputprocessor is alias of tcpinputprocessorwithreplication
07-10-2025 19:16:50.952 +0000 INFO  loader [0 MainThread] - RE2 library enabled
07-10-2025 19:16:50.952 +0000 INFO  loader [0 MainThread] - using CLOCK_MONOTONIC
07-10-2025 19:16:50.969 +0000 INFO  BundlesSetup [1738 MainThread] - Setup stats for /opt/splunk/etc: wallclock_elapsed_msec=17, cpu_time_used=0.0178829, shared_services_generation=1, shared_services_population=1
07-10-2025 19:16:50.975 +0000 INFO  loader [1738 MainThread] - Splunkd starting (build 237ebbd22314).
07-10-2025 19:16:50.975 +0000 INFO  loader [1738 MainThread] - System info: Linux, a18adf8c954c, 6.8.0-60-generic, #63~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 22 19:00:15 UTC 2, x86_64.
07-10-2025 19:16:50.978 +0000 ERROR SystemInfo [1738 MainThread] - Failed to read memory limit at location="V2:/sys/fs/cgroup:/:/sys/fs/cgroup:/:"
07-10-2025 19:16:50.978 +0000 INFO  loader [1738 MainThread] - Detected 2 (virtual) CPUs, 2 CPU cores, and 1024MB RAM
07-10-2025 19:16:50.978 +0000 INFO  loader [1738 MainThread] - Maximum number of threads (approximate): 512
07-10-2025 19:16:50.978 +0000 INFO  loader [1738 MainThread] - Getting configuration data from: /opt/splunk/etc/myinstall/splunkd.xml
07-10-2025 19:16:50.978 +0000 INFO  loader [1738 MainThread] - SPLUNK_MODULE_PATH environment variable not found - defaulting to /opt/splunk/etc/modules
07-10-2025 19:16:50.978 +0000 INFO  loader [1738 MainThread] - loading modules from /opt/splunk/etc/modules
07-10-2025 19:16:50.980 +0000 INFO  loader [1738 MainThread] - Writing out composite configuration file: /opt/splunk/var/run/splunk/composite.xml
07-10-2025 19:16:50.987 +0000 INFO  PipelineComponent [1738 MainThread] - Ingestion pipeline sets have been configured to use pipeline set policy=round_robin for multiple pipeline sets.
07-10-2025 19:16:51.010 +0000 INFO  LMStackMgr [1738 MainThread] - Initializing CleMgr...
07-10-2025 19:16:51.010 +0000 INFO  LicenseMgr [1738 MainThread] - Initing LicenseMgr
07-10-2025 19:16:51.010 +0000 INFO  LMConfig [1738 MainThread] - serverName=a18adf8c954c guid=8FECB06A-5ACD-4364-A1DB-92F937D3075C
07-10-2025 19:16:51.010 +0000 INFO  LMConfig [1738 MainThread] - connection_timeout=30
07-10-2025 19:16:51.010 +0000 INFO  LMConfig [1738 MainThread] - send_timeout=30
07-10-2025 19:16:51.010 +0000 INFO  LMConfig [1738 MainThread] - receive_timeout=30
07-10-2025 19:16:51.010 +0000 INFO  LMConfig [1738 MainThread] - key=license_warnings_update_interval not found in licenser stanza of server.conf, defaulting=0
07-10-2025 19:16:51.010 +0000 INFO  LMConfig [1738 MainThread] - squash_threshold=2000
07-10-2025 19:16:51.010 +0000 INFO  LMConfig [1738 MainThread] - strict_pool_quota=1
07-10-2025 19:16:51.010 +0000 INFO  LMConfig [1738 MainThread] - key=pool_suggestion not found in licenser stanza of server.conf, defaulting=''
07-10-2025 19:16:51.010 +0000 INFO  LMConfig [1738 MainThread] - key=test_aws_metering not found in licenser stanza of server.conf, defaulting=0
07-10-2025 19:16:51.010 +0000 INFO  LMConfig [1738 MainThread] - key=test_aws_product_code not found in licenser stanza of server.conf, defaulting=0
07-10-2025 19:16:51.010 +0000 INFO  LMConfig [1738 MainThread] - lm_ping_interval=86400
07-10-2025 19:16:51.010 +0000 INFO  LMConfig [1738 MainThread] - key=lm_uri not found in licenser stanza of server.conf, defaulting to empty array
07-10-2025 19:16:51.010 +0000 INFO  LicenseMgr [1738 MainThread] - Initing LicenseMgr runContext_splunkd=true
07-10-2025 19:16:51.010 +0000 INFO  LMStackMgr [1738 MainThread] - closing stack mgr
07-10-2025 19:16:51.010 +0000 INFO  LMSlaveInfo [1738 MainThread] - all slaves cleared
07-10-2025 19:16:51.010 +0000 INFO  LMStackMgr [1738 MainThread] - Initalized license_warnings_update_interval=auto
07-10-2025 19:16:51.010 +0000 INFO  LMStackMgr [1738 MainThread] - License Manager supports Conditional Licensing Enforcement. For baked in CLE policies, window_period=60 days, max_violations=45, for stack size below 107374182400 bytes
07-10-2025 19:16:51.010 +0000 INFO  LMLicense [1738 MainThread] - Applying default enforcement policy for free
07-10-2025 19:16:51.010 +0000 INFO  LMStackMgr [1738 MainThread] - Added policy WinSz=30 Warnings=3 MaxSize=0 isDefault=1 features= for free
07-10-2025 19:16:51.010 +0000 INFO  LMLicense [1738 MainThread] - Applying default enforcement policy for forwarder
07-10-2025 19:16:51.010 +0000 INFO  LMStackMgr [1738 MainThread] - Added policy WinSz=30 Warnings=5 MaxSize=0 isDefault=1 features= for forwarder
07-10-2025 19:16:51.012 +0000 INFO  LMStack [1738 MainThread] - Added type=download-trial license, from file=enttrial.lic, to stack=download-trial of group=Trial
07-10-2025 19:16:51.012 +0000 INFO  LMLicense [1738 MainThread] - Applying default enforcement policy for download-trial
07-10-2025 19:16:51.012 +0000 INFO  LMStackMgr [1738 MainThread] - created stack='download-trial'
07-10-2025 19:16:51.012 +0000 INFO  LMStackMgr [1738 MainThread] - Added policy WinSz=30 Warnings=5 MaxSize=0 isDefault=1 features= for download-trial
07-10-2025 19:16:51.012 +0000 INFO  LMStackMgr [1738 MainThread] - have to auto-set active stack group='Trial' reason='invalid/missing group id' gidStr='' oldGid=Invalid
07-10-2025 19:16:51.045 +0000 INFO  LMConfig [1738 MainThread] - created default pool=auto_generated_pool_download-trial for stack=download-trial
07-10-2025 19:16:51.045 +0000 INFO  LMStackMgr [1738 MainThread] - added default pool=auto_generated_pool_download-trial for stack=download-trial
07-10-2025 19:16:51.049 +0000 INFO  LMConfig [1738 MainThread] - created default pool=auto_generated_pool_forwarder for stack=forwarder
07-10-2025 19:16:51.049 +0000 INFO  LMStackMgr [1738 MainThread] - added default pool=auto_generated_pool_forwarder for stack=forwarder
07-10-2025 19:16:51.053 +0000 INFO  LMConfig [1738 MainThread] - created default pool=auto_generated_pool_free for stack=free
07-10-2025 19:16:51.053 +0000 INFO  LMStackMgr [1738 MainThread] - added default pool=auto_generated_pool_free for stack=free
07-10-2025 19:16:51.053 +0000 INFO  ServerRoles [1738 MainThread] - Declared role=license_master.
07-10-2025 19:16:51.053 +0000 INFO  ServerRoles [1738 MainThread] - Declared role=license_manager.
07-10-2025 19:16:51.053 +0000 INFO  LMStackMgr [1738 MainThread] - Initialized hideQuotaWarning = "0"
07-10-2025 19:16:51.053 +0000 INFO  LMStackMgr [1738 MainThread] - init completed [8FECB06A-5ACD-4364-A1DB-92F937D3075C,Trial,runContext_splunkd=true]
07-10-2025 19:16:51.053 +0000 INFO  LicenseMgr [1738 MainThread] - StackMgr init complete...
07-10-2025 19:16:51.053 +0000 INFO  LMTracker [1738 MainThread] - Setting default product type='enterprise'
07-10-2025 19:16:51.053 +0000 INFO  LMTracker [1738 MainThread] - init'ing slaveId=8FECB06A-5ACD-4364-A1DB-92F937D3075C label=a18adf8c954c [30,30,self]
07-10-2025 19:16:51.054 +0000 INFO  LMTracker [1738 MainThread] - enabling implicit feature set
07-10-2025 19:16:51.054 +0000 INFO  LMTracker [1738 MainThread] - attempting to ping master=self from slave=8FECB06A-5ACD-4364-A1DB-92F937D3075C
07-10-2025 19:16:51.056 +0000 INFO  LMSlaveInfo [1738 MainThread] - new slave='8FECB06A-5ACD-4364-A1DB-92F937D3075C' created
07-10-2025 19:16:51.056 +0000 INFO  LMSlaveInfo [1738 MainThread] - Detected that masterTimeFromSlave(ZERO_TIME) < lastRolloverTime(Thu Jul 10 00:00:00 2025), meaning that the master has already rolled over. Ignore slave persisted usage.
07-10-2025 19:16:51.057 +0000 INFO  LMTracker [1738 MainThread] - setting masterGuid='8FECB06A-5ACD-4364-A1DB-92F937D3075C'
07-10-2025 19:16:51.057 +0000 INFO  LMTracker [1738 MainThread] - changing backwardCompatIsTrial=true
07-10-2025 19:16:51.059 +0000 INFO  LMTracker [1738 MainThread] - attempting to contact master=self from slave=8FECB06A-5ACD-4364-A1DB-92F937D3075C success
07-10-2025 19:16:51.059 +0000 INFO  LicenseMgr [1738 MainThread] - Tracker init complete...
07-10-2025 19:16:51.381 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.381 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.381 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.382 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.382 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.382 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.397 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.397 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="MonitorNoHandle://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="disabled, index"
07-10-2025 19:16:51.397 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.397 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="WinEventLog://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="start_from, use_old_eventlog_api, use_threads, thread_wait_time_msec, suppress_checkpoint, suppress_sourcename, suppress_keywords, suppress_type, suppress_task, suppress_opcode, current_only, batch_size, checkpointInterval, checkpointSync, channel_wait_time, disabled, evt_resolve_ad_obj, evt_skip_GUID_resolution, evt_dc_name, evt_dns_name, evt_resolve_ad_ds, evt_ad_cache_disabled, evt_ad_cache_exp, evt_ad_cache_exp_neg, evt_ad_cache_max_entries, evt_exclude_fields, evt_sid_cache_disabled, evt_sid_cache_exp, evt_sid_cache_exp_neg, evt_sid_cache_max_entries, wec_event_format, index, whitelist, blacklist, whitelist1, whitelist2, whitelist3, whitelist4, whitelist5, whitelist6, whitelist7, whitelist8, whitelist9, blacklist1, blacklist2, blacklist3, blacklist4, blacklist5, blacklist6, blacklist7, blacklist8, blacklist9, key, suppress_text, renderXml"
07-10-2025 19:16:51.397 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.397 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="WinHostMon://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="type, interval, disabled, index"
07-10-2025 19:16:51.397 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.397 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="WinNetMon://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="remoteAddress, process, user, addressFamily, packetType, direction, protocol, readInterval, driverBufferSize, userBufferSize, mode, multikvMaxEventCount, multikvMaxTimeMs, sid_cache_disabled, sid_cache_exp, sid_cache_exp_neg, sid_cache_max_entries, disabled, index"
07-10-2025 19:16:51.398 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.398 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="WinPrintMon://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="type, interval, baseline, disabled, index"
07-10-2025 19:16:51.398 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.398 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="WinRegMon://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="proc, hive, type, baseline, baseline_interval, disabled, index"
07-10-2025 19:16:51.398 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.398 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="admon://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="targetDc, startingNode, monitorSubtree, disabled, index, printSchema, baseline"
07-10-2025 19:16:51.398 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.398 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="journald://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="journalctl-include-fields, journalctl-exclude-fields, journalctl-filter, journalctl-unit, journalctl-identifier, journalctl-priority, journalctl-boot, journalctl-facility, journalctl-grep, journalctl-user-unit, journalctl-dmesg, journalctl-quiet, journalctl-freetext"
07-10-2025 19:16:51.398 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.398 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="logd://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="logd-backtrace, logd-debug, logd-info, logd-loss, logd-signpost, logd-predicate, logd-process, logd-source, logd-include-fields, logd-exclude-fields, logd-interval, logd-starttime, logd-freetext"
07-10-2025 19:16:51.398 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.398 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="perfmon://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="object, counters, nonmetric_counters, instances, interval, mode, samplingInterval, stats, disabled, showZeroValue, useEnglishOnly, useWinApiProcStats, formatString, usePDHFmtNoCap100"
07-10-2025 19:16:51.398 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.398 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="powershell2://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="script, schedule"
07-10-2025 19:16:51.399 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.399 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="powershell://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="script, schedule"
07-10-2025 19:16:51.399 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="secure_gateway_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 19:16:51.399 +0000 INFO  BundlesUtil [1738 MainThread] - Using manager-apps over master-apps, using: /opt/splunk/etc/manager-apps
07-10-2025 19:16:51.399 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="splunktcptoken://" from spec file="/opt/splunk/etc/system/README/inputs.conf.spec" with parameters="token"
07-10-2025 19:16:51.399 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="ssg_alerts_ttl_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="ttl_days"
07-10-2025 19:16:51.399 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="ssg_deep_link_dashboard_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 19:16:51.399 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="ssg_delete_tokens_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 19:16:51.399 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="ssg_device_role_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 19:16:51.399 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="ssg_enable_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 19:16:51.399 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="ssg_kvstore_upgrade://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 19:16:51.399 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="ssg_metrics_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 19:16:51.399 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="ssg_registered_devices_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 19:16:51.399 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="ssg_registered_users_list_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="param1"
07-10-2025 19:16:51.399 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="ssg_subscription_clean_up_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="cleanup_threshold_seconds"
07-10-2025 19:16:51.399 +0000 INFO  SpecFiles [1738 MainThread] - Found external scheme definition for stanza="ssg_subscription_modular_input://" from spec file="/opt/splunk/etc/apps/splunk_secure_gateway/README/inputs.conf.spec" with parameters="minimum_iteration_time_seconds, maximum_iteration_time_warn_threshold_seconds"
07-10-2025 19:16:51.521 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "journalctl-boot":
07-10-2025 19:16:51.521 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "journalctl-dmesg":
07-10-2025 19:16:51.521 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "journalctl-exclude-fields":
07-10-2025 19:16:51.521 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "journalctl-facility":
07-10-2025 19:16:51.521 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "journalctl-filter":
07-10-2025 19:16:51.521 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "journalctl-freetext":
07-10-2025 19:16:51.521 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "journalctl-grep":
07-10-2025 19:16:51.521 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "journalctl-identifier":
07-10-2025 19:16:51.521 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "journalctl-include-fields":
07-10-2025 19:16:51.521 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "journalctl-priority":
07-10-2025 19:16:51.521 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "journalctl-quiet":
07-10-2025 19:16:51.521 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "journalctl-unit":
07-10-2025 19:16:51.521 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "journalctl-user-unit":
07-10-2025 19:16:51.521 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "name":
07-10-2025 19:16:51.521 +0000 INFO  ModularInputs [1738 MainThread] - Introspection setup completed for scheme "journald".
07-10-2025 19:16:51.635 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "logd-backtrace":
07-10-2025 19:16:51.635 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "logd-debug":
07-10-2025 19:16:51.635 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "logd-exclude-fields":
07-10-2025 19:16:51.635 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "logd-freetext":
07-10-2025 19:16:51.635 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "logd-include-fields":
07-10-2025 19:16:51.635 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "logd-info":
07-10-2025 19:16:51.635 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "logd-interval":
07-10-2025 19:16:51.635 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "logd-loss":
07-10-2025 19:16:51.635 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "logd-predicate":
07-10-2025 19:16:51.635 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "logd-process":
07-10-2025 19:16:51.635 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "logd-signpost":
07-10-2025 19:16:51.635 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "logd-source":
07-10-2025 19:16:51.635 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "logd-starttime":
07-10-2025 19:16:51.635 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "name":
07-10-2025 19:16:51.635 +0000 INFO  ModularInputs [1738 MainThread] - Introspection setup completed for scheme "logd".
07-10-2025 19:16:55.075 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "param1":
07-10-2025 19:16:55.075 +0000 INFO  ModularInputs [1738 MainThread] - Introspection setup completed for scheme "secure_gateway_modular_input".
07-10-2025 19:16:55.683 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "ttl_days":
07-10-2025 19:16:55.683 +0000 INFO  ModularInputs [1738 MainThread] - Introspection setup completed for scheme "ssg_alerts_ttl_modular_input".
07-10-2025 19:16:56.689 +0000 INFO  ModularInputs [1738 MainThread] - Introspection setup completed for scheme "ssg_deep_link_dashboard_modular_input".
07-10-2025 19:16:57.636 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "param1":
07-10-2025 19:16:57.636 +0000 INFO  ModularInputs [1738 MainThread] - Introspection setup completed for scheme "ssg_delete_tokens_modular_input".
07-10-2025 19:16:58.848 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "param1":
07-10-2025 19:16:58.848 +0000 INFO  ModularInputs [1738 MainThread] - Introspection setup completed for scheme "ssg_device_role_modular_input".
07-10-2025 19:17:00.165 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "param1":
07-10-2025 19:17:00.165 +0000 INFO  ModularInputs [1738 MainThread] - Introspection setup completed for scheme "ssg_enable_modular_input".
07-10-2025 19:17:01.177 +0000 INFO  ModularInputs [1738 MainThread] - Introspection setup completed for scheme "ssg_kvstore_upgrade".
07-10-2025 19:17:02.385 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "param1":
07-10-2025 19:17:02.385 +0000 INFO  ModularInputs [1738 MainThread] - Introspection setup completed for scheme "ssg_metrics_modular_input".
07-10-2025 19:17:03.103 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "param1":
07-10-2025 19:17:03.103 +0000 INFO  ModularInputs [1738 MainThread] - Introspection setup completed for scheme "ssg_registered_devices_modular_input".
07-10-2025 19:17:03.711 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "param1":
07-10-2025 19:17:03.711 +0000 INFO  ModularInputs [1738 MainThread] - Introspection setup completed for scheme "ssg_registered_users_list_modular_input".
07-10-2025 19:17:04.518 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "cleanup_threshold_seconds":
07-10-2025 19:17:04.518 +0000 INFO  ModularInputs [1738 MainThread] - Introspection setup completed for scheme "ssg_subscription_clean_up_modular_input".
07-10-2025 19:17:05.533 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "maximum_iteration_time_warn_threshold_seconds":
07-10-2025 19:17:05.533 +0000 INFO  ModularInputs [1738 MainThread] - Endpoint argument settings for "minimum_iteration_time_seconds":
07-10-2025 19:17:05.533 +0000 INFO  ModularInputs [1738 MainThread] - Introspection setup completed for scheme "ssg_subscription_modular_input".
07-10-2025 19:17:05.599 +0000 INFO  DS_DC_Common [1738 MainThread] - Initializing the PubSub system.
07-10-2025 19:17:05.599 +0000 INFO  DS_DC_Common [1738 MainThread] - Initializing core facilities of PubSub system.
07-10-2025 19:17:05.616 +0000 INFO  DC:DeploymentClient [1738 MainThread] - target-broker clause is missing.
07-10-2025 19:17:05.617 +0000 WARN  DC:DeploymentClient [1738 MainThread] - DeploymentClient explicitly disabled through config.
07-10-2025 19:17:05.617 +0000 INFO  DC:DeploymentClient [1738 MainThread] - Stopping phonehome thread.
07-10-2025 19:17:05.617 +0000 INFO  DC:DeploymentClient [1738 MainThread] - Closing pubsub connection.
07-10-2025 19:17:05.617 +0000 INFO  DS_DC_Common [1738 MainThread] - Deployment Client not initialized.
07-10-2025 19:17:05.618 +0000 INFO  DS_DC_Common [1738 MainThread] - Loading and initializing Deployment Server...
07-10-2025 19:17:05.619 +0000 INFO  DeploymentServer [1738 MainThread] - Attempting to reload entire DS; reason='init'
07-10-2025 19:17:05.619 +0000 INFO  DSManager [1738 MainThread] - No serverclasses configured.
07-10-2025 19:17:05.630 +0000 INFO  DSManager [1738 MainThread] - Loaded count=0 configured SCs
